aluminium;ammonium;boron;chloride;coli-like-bacteria-colilert;coli-like-bacteria;colony-count-at-22-c;color-pt-co-unit;color-pt/co-scale;electrical-conductivity;enterococci;escherichia-coli-colilert;escherichia-coli;fluoride;iron;manganese;nitrate;nitrite;odour-dilution-level;oxidability;smell-ball-units;sodium;sulphate;taste-ball-units;taste-dilution-degree;turbidity-ntu;ph ;compliance
5.0;0.05;0.896;23.0;0.0;0.0;17.0;5.0;3.0;533.0;0.0;0.0;0.0;0.95;31.0;10.0;1.0;0.008;1.0;1.3;1.0;34.8;10.0;1.0;1.0;0.5;7.49;0
5.0;0.05;0.2;23.0;71.4;0.0;53.0;5.0;2.1;533.0;0.0;0.0;0.0;0.67;42.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.6;1
0.002;0.092;0.817;21.5;0.0;0.0;73.0;5.0;15.0;569.0;0.0;0.0;0.0;0.76;0.01;30.0;0.01;0.01;1.0;0.5;0.0;121.3;6.9;0.0;1.0;0.89;8.1;0
5.0;0.05;0.2;23.0;0.0;0.0;14.0;5.0;0.0;528.0;0.0;0.0;0.0;0.67;20.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.4;0
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;2.1;542.0;0.0;0.0;0.0;0.67;31.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;0.3;7.5;0
5.0;0.05;0.2;2.5;0.0;0.0;0.0;5.0;0.0;479.0;0.0;0.0;0.0;0.67;124.0;13.0;1.0;0.008;1.0;1.7;0.0;114.0;1.8;0.0;1.0;1.0;7.6;0
5.0;0.044;0.2;23.0;0.0;0.0;5.0;5.0;8.0;743.0;0.0;0.0;0.0;0.67;10.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;0.5;7.3;0
5.0;0.05;0.2;23.0;0.0;0.0;31.0;6.3;2.1;482.0;0.0;0.0;0.0;0.67;34.0;20.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;0.3;7.8;0
5.0;0.05;0.2;23.0;0.0;0.0;252.0;5.0;2.0;334.0;0.0;0.0;0.0;0.67;47.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.6;0
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;0.0;426.0;0.0;0.0;0.0;0.67;88.0;77.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.5;1
20.0;0.05;0.3;3.8;0.0;0.0;0.0;5.0;0.0;129.0;0.0;0.0;0.0;0.6;20.0;10.0;1.0;0.002;1.0;1.0;0.0;35.0;2.9;0.0;1.0;1.0;8.6;0
5.0;0.08;0.017;23.0;0.0;0.0;5.0;5.0;6.9;627.0;0.0;0.0;0.0;0.67;42.0;10.0;1.0;0.008;1.0;0.3;0.0;34.8;28.2;0.0;1.0;1.57;7.25;0
5.0;0.08;0.2;23.0;0.0;0.0;5.0;5.0;10.4;562.0;0.0;0.0;0.0;0.67;42.0;10.0;1.0;0.008;1.0;0.77;0.0;34.8;10.0;0.0;1.0;0.5;7.83;0
2.7;0.05;0.509;39.0;0.0;0.0;30.0;5.0;3.0;523.0;0.0;0.0;0.0;1.23;92.0;5.6;0.2;0.003;1.0;0.83;1.0;44.8;7.0;1.0;1.0;0.5;7.71;0
5.0;0.05;0.2;23.0;0.0;0.0;5.0;5.0;2.1;369.0;0.0;0.0;0.0;0.67;38.0;0.5;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.83;0
5.0;0.06;0.1;17.0;0.0;0.0;0.0;5.0;0.0;719.0;5.0;0.0;0.0;0.67;59.0;10.0;1.0;0.002;1.0;1.2;0.0;157.0;28.0;0.0;1.0;1.0;7.6;1
5.0;0.21;0.085;170.0;0.0;0.0;24.0;5.0;3.0;742.0;0.0;0.0;0.0;1.0;72.0;33.0;4.4;0.023;2.0;1.6;0.0;61.3;19.0;0.0;1.0;1.0;8.1;0
5.0;0.14;0.2;23.0;0.0;0.0;5.0;2.8;2.1;520.0;0.0;0.0;0.0;0.67;49.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;0.2;7.7;0
5.0;0.05;0.2;23.0;0.0;0.0;24.0;5.0;3.0;551.0;0.0;0.0;0.0;0.67;30.0;5.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.7;0
5.0;0.08;0.2;23.0;0.0;0.0;300.0;5.0;10.0;990.0;0.0;0.0;0.0;0.67;72.9;10.0;1.0;0.004;5.0;1.0;1.0;34.8;10.0;1.0;4.0;2.24;8.3;0
5.0;0.22;0.2;194.0;0.0;0.0;4.0;5.0;2.0;835.0;0.0;0.0;0.0;0.67;18.0;5.0;1.0;0.008;2.0;1.3;0.0;34.8;10.0;0.0;2.0;1.0;8.2;0
5.0;0.05;0.2;23.0;0.0;0.0;4.0;5.0;0.0;346.0;0.0;0.0;0.0;0.67;20.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.8;0
5.0;0.05;0.2;23.0;0.0;0.0;3.0;5.4;2.1;473.0;0.0;0.0;0.0;0.67;24.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;0.3;7.9;0
5.0;0.11;0.728;23.0;0.0;0.0;5.0;5.0;7.3;469.0;0.0;0.0;0.0;0.67;42.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;2.8;0.0;1.0;1.0;7.97;0
5.0;0.08;0.015;23.0;0.0;0.0;5.0;5.0;8.1;593.0;0.0;0.0;0.0;0.67;42.0;10.0;1.0;0.008;1.0;1.3;0.0;2.8;10.0;0.0;1.0;1.73;7.37;0
5.0;0.05;0.2;23.0;0.0;0.0;166.0;5.0;0.0;461.0;0.0;0.0;0.0;0.67;20.0;33.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.7;0
20.0;0.21;0.1;150.0;0.0;0.0;2.0;5.0;5.0;730.0;0.0;0.0;0.0;0.79;24.0;61.0;0.1;0.016;1.0;1.3;0.0;51.0;22.0;0.0;1.0;0.5;8.0;1
4.2;0.08;0.154;208.0;0.0;0.0;33.0;5.0;8.3;970.0;0.0;0.0;0.0;0.59;339.0;2.0;0.45;0.01;1.0;1.34;0.0;93.6;3.0;0.0;1.0;1.0;8.15;1
10.0;0.23;0.1;2.5;0.0;0.0;0.0;5.0;0.0;336.0;0.0;0.0;0.0;1.1;177.0;10.0;1.0;0.002;1.0;1.1;0.0;12.0;5.6;0.0;1.0;1.0;7.3;0
5.0;0.14;0.2;23.0;0.0;0.0;1.0;9.8;2.1;502.0;0.0;0.0;0.0;0.67;20.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;0.4;7.7;0
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;0.0;357.0;0.0;0.0;0.0;0.67;48.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.2;8.1;0
5.0;0.25;0.2;29.0;0.0;0.0;17.0;5.0;8.8;631.0;0.0;0.0;0.0;0.67;42.0;10.0;1.0;0.008;5.0;0.64;0.0;34.8;20.3;0.0;5.0;0.62;7.74;0
5.0;0.05;0.2;23.0;0.0;0.0;43.0;5.0;2.1;379.0;0.0;0.0;0.0;0.67;20.0;10.0;1.0;0.008;1.0;2.0;0.0;115.0;1.0;0.0;1.0;1.0;7.7;0
754.0;0.08;0.018;17.7;0.0;0.0;4.0;5.0;9.3;787.0;0.0;0.0;0.0;0.33;40.0;30.0;18.0;0.004;1.0;0.3;0.0;7.0;27.5;0.0;1.0;0.73;7.57;1
14.1;0.2;0.183;23.0;0.0;0.0;5.0;5.0;11.1;424.0;0.0;0.0;0.0;0.67;42.0;10.0;1.0;0.008;1.0;1.3;0.0;28.0;10.0;0.0;1.0;1.14;7.67;0
5.0;0.16;0.524;27.0;0.0;0.0;125.0;5.0;2.0;520.0;0.0;0.0;0.0;0.9;95.0;9.2;0.45;0.01;2.0;0.72;0.0;35.4;16.0;0.0;2.0;1.7;7.5;0
5.0;0.24;0.2;23.0;0.0;0.0;66.0;5.0;0.0;464.0;0.0;0.0;0.0;0.67;20.0;300.0;1.0;0.008;1.0;1.5;0.0;4.7;1.0;0.0;1.0;1.0;7.5;1
5.0;0.05;0.2;23.0;0.0;0.0;14.0;5.0;4.0;624.0;0.0;0.0;0.0;0.67;15.0;10.0;1.0;0.008;2.0;1.3;0.0;34.8;10.0;0.0;2.0;1.0;7.1;0
10.0;0.05;0.1;14.0;0.0;0.0;0.0;5.0;0.0;352.0;0.0;0.0;0.0;0.2;20.0;82.0;1.6;0.002;1.0;1.3;0.0;6.0;21.0;0.0;1.0;1.0;7.5;1
5.0;0.05;0.2;23.0;0.0;0.0;11.0;5.0;0.0;491.0;0.0;0.0;0.0;0.67;20.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.5;0
5.0;0.05;0.2;23.0;0.0;0.0;8.0;5.0;0.0;384.0;0.0;0.0;0.0;0.67;49.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.5;0
1.0;0.05;0.174;22.0;0.0;0.0;40.0;5.0;3.0;716.0;0.0;0.0;0.0;0.53;64.0;0.67;2.1;0.003;1.0;0.73;1.0;18.9;23.0;1.0;1.0;0.5;7.6;0
5.0;0.05;0.2;23.0;0.0;0.0;24.0;4.0;2.1;577.0;0.0;0.0;0.0;0.67;42.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;0.2;7.6;0
5.0;0.18;0.544;104.0;0.0;0.0;70.0;5.0;17.0;953.0;0.0;0.0;0.0;1.06;200.0;22.0;0.2;0.003;1.0;4.1;1.0;108.0;22.0;1.0;1.0;2.1;8.05;0
5.0;0.05;0.2;23.0;0.0;100.0;300.0;5.0;0.0;464.0;0.0;0.0;0.0;0.67;27.0;10.0;1.0;0.008;1.0;1.5;0.0;4.0;14.0;0.0;1.0;1.0;7.6;1
10.0;0.12;0.2;2.5;0.0;0.0;0.0;5.0;0.0;376.0;0.0;0.0;0.0;1.1;105.0;11.0;1.0;0.02;1.0;1.3;0.0;34.0;8.5;0.0;1.0;1.8;7.5;0
5.0;0.05;0.2;23.0;0.0;0.0;8.0;5.0;3.0;561.0;0.0;0.0;0.0;0.67;56.0;5.0;1.0;0.008;1.0;1.2;0.0;52.4;20.0;0.0;1.0;1.0;7.6;0
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;0.0;274.0;0.0;0.0;0.0;0.67;20.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.9;0
5.0;0.05;0.2;23.0;0.0;0.0;4.0;5.0;0.0;395.0;0.0;0.0;0.0;0.67;20.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.7;0
5.0;0.05;0.2;23.0;0.0;0.0;5.0;5.0;0.0;603.0;0.0;0.0;0.0;0.67;20.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.2;0
5.0;0.05;0.2;23.0;0.0;0.0;11.0;5.0;2.0;523.0;0.0;0.0;0.0;0.67;45.0;5.0;1.0;0.008;2.0;1.3;0.0;34.8;10.0;0.0;2.0;1.3;7.7;0
5.0;0.05;0.2;23.0;0.0;0.0;4.0;5.0;4.0;587.0;0.0;0.0;0.0;0.67;13.0;5.0;1.0;0.008;2.0;1.3;0.0;34.8;10.0;0.0;2.0;3.2;7.3;0
5.0;0.19;0.2;23.0;0.0;0.0;7.0;5.0;2.0;723.0;0.0;0.0;0.0;0.67;18.0;26.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.7;0
5.0;0.05;0.2;23.0;0.0;0.0;4.0;5.0;5.0;698.0;0.0;0.0;0.0;0.67;59.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.6;0
5.0;0.05;0.2;23.0;0.0;0.0;177.0;5.0;5.0;554.0;0.0;0.0;0.0;0.67;60.0;10.0;1.0;0.008;2.0;1.3;0.0;34.8;10.0;0.0;2.0;1.0;7.5;0
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;0.0;541.0;0.0;0.0;0.0;0.67;42.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.1;0
5.0;0.05;0.856;23.0;0.0;0.0;4.0;5.0;3.0;439.0;0.0;0.0;0.0;0.8;20.0;10.0;1.0;0.003;1.0;1.3;1.0;34.8;10.0;1.0;1.0;0.5;7.33;0
5.0;0.35;0.414;132.0;0.0;0.0;132.0;5.0;8.0;964.0;0.0;0.0;0.0;1.0;56.0;6.5;0.63;0.01;2.0;4.3;0.0;117.8;3.0;0.0;1.0;1.0;7.5;0
10.0;0.05;0.1;1.9;0.0;0.0;0.0;5.0;0.0;553.0;0.0;0.0;0.0;0.1;51.0;10.0;1.0;0.002;1.0;1.7;0.0;3.4;2.1;0.0;1.0;1.0;7.2;0
5.0;0.21;0.002;128.0;1.0;0.0;23.0;5.0;4.0;717.0;0.0;0.0;0.0;0.38;23.0;63.0;0.86;0.01;2.0;0.8;0.0;55.2;5.0;0.0;2.0;1.0;7.6;1
5.0;0.11;0.2;23.0;0.0;0.0;28.0;5.0;7.5;749.0;0.0;0.0;0.0;0.67;42.0;10.0;1.0;0.004;2.0;1.3;0.0;34.8;10.0;0.0;2.0;0.54;7.97;0
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;0.0;434.0;0.0;0.0;0.0;0.67;42.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.6;0
5.0;0.36;0.2;23.0;0.0;0.0;0.0;5.0;3.0;615.0;0.0;0.0;0.0;0.67;130.0;41.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.6;0
5.0;0.05;0.2;23.0;0.0;0.0;16.0;5.0;0.0;494.0;0.0;0.0;0.0;0.67;20.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.0;0
5.0;0.05;0.2;23.0;0.0;0.0;8.0;5.0;20.0;503.0;0.0;0.0;0.0;0.67;2300.0;10.0;1.0;0.008;4.0;1.3;0.0;34.8;10.0;0.0;4.0;11.0;7.6;1
5.0;0.05;0.2;23.0;0.0;0.0;5.0;3.0;2.1;422.0;0.0;0.0;0.0;0.67;389.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;0.8;8.2;1
5.0;0.05;0.2;13.0;0.0;0.0;10.0;5.0;4.0;595.0;0.0;0.0;0.0;1.4;31.0;5.0;0.52;0.01;2.0;0.96;0.0;13.8;32.0;0.0;2.0;1.0;7.5;0
5.0;0.05;0.2;23.0;0.0;0.0;5.0;1.9;2.1;473.0;0.0;0.0;0.0;0.67;20.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;0.2;7.6;0
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;0.0;483.0;0.0;0.0;0.0;0.67;20.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.1;0
10.0;0.24;0.1;23.0;0.0;0.0;0.0;5.0;0.0;359.0;0.0;0.0;0.0;0.1;21.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.7;0
5.0;0.05;0.932;23.0;0.0;0.0;2.0;5.0;4.0;920.0;0.0;0.0;0.0;1.5;10.0;10.0;1.0;0.003;1.0;1.3;1.0;34.8;10.0;1.0;1.0;0.5;7.58;0
5.0;0.05;0.2;23.0;0.0;2.0;31.0;5.0;2.1;579.0;0.0;0.0;0.0;0.67;3500.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;44.0;8.0;1
5.0;0.13;0.2;23.0;0.0;0.0;300.0;5.0;3.0;505.0;0.0;0.0;0.0;1.36;110.0;10.0;1.0;0.008;1.0;1.3;1.0;34.8;10.0;1.0;1.0;0.5;8.45;0
5.0;0.05;0.2;23.0;0.0;0.0;15.0;5.0;4.0;213.0;0.0;0.0;0.0;0.67;53.0;5.0;1.0;0.008;2.0;1.3;0.0;34.8;10.0;0.0;2.0;1.0;8.0;0
5.0;0.05;0.2;23.0;0.0;0.0;74.0;5.0;2.1;987.0;0.0;0.0;0.0;0.67;280.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;0.5;7.4;1
50.0;0.23;0.091;6.5;0.0;0.0;0.0;5.0;4.2;638.0;0.0;0.0;0.0;0.52;150.0;36.0;0.04;0.003;1.0;1.8;0.0;15.0;1.1;0.0;1.0;0.5;7.7;0
5.0;0.05;0.2;23.0;0.0;0.0;26.0;5.0;11.0;822.0;0.0;0.0;0.0;1.07;68.0;10.0;1.0;0.008;1.0;1.3;1.0;34.8;10.0;1.0;1.0;0.5;7.26;0
5.0;0.05;0.2;23.0;0.0;0.0;0.0;2.6;2.1;414.0;0.0;0.0;0.0;0.67;20.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;0.2;7.6;0
5.0;0.05;0.2;23.0;0.0;0.0;37.0;5.0;3.0;365.0;0.0;0.0;0.0;0.67;50.0;13.0;1.0;0.008;2.0;1.3;0.0;34.8;10.0;0.0;2.0;1.0;8.1;0
5.0;0.23;7.7;10.0;0.0;0.0;12.0;5.2;2.1;550.0;0.0;0.0;0.0;1.09;45.0;20.0;0.65;0.005;1.0;0.96;0.0;26.0;13.0;0.0;1.0;0.4;8.2;1
5.0;0.06;0.2;13.5;0.0;0.0;5.0;5.0;2.1;566.0;0.0;0.0;0.0;0.61;228.0;9.5;3.56;0.068;1.0;0.57;0.0;10.0;42.7;0.0;1.0;1.0;7.88;1
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;0.0;268.0;0.0;0.0;0.0;0.67;136.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.5;0
5.0;0.05;0.2;23.0;0.0;0.0;5.0;5.0;0.0;323.0;0.0;0.0;0.0;1.1;42.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.5;0
5.0;0.05;0.274;46.0;0.0;0.0;8.0;5.0;2.0;498.0;0.0;0.0;0.0;0.7;125.0;5.0;0.52;0.01;2.0;0.96;0.0;43.1;5.0;0.0;2.0;1.0;7.9;0
5.0;0.13;0.25;16.0;1.0;0.0;17.0;5.0;3.0;854.0;0.0;0.0;0.0;0.71;95.0;53.7;0.59;0.01;4.0;1.2;0.0;23.1;15.0;0.0;4.0;1.1;7.8;1
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;4.0;665.0;0.0;0.0;0.0;0.67;23.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.4;0
5.0;0.05;0.294;23.0;0.0;0.0;6.0;5.0;7.0;464.0;0.0;0.0;0.0;1.16;54.0;10.0;1.0;0.008;1.0;1.3;1.0;34.8;10.0;1.0;1.0;0.5;7.24;0
5.0;0.05;0.2;23.0;0.0;0.0;24.0;5.0;3.0;630.0;0.0;0.0;0.0;0.67;30.0;10.0;1.0;0.008;1.0;1.3;2.0;34.8;10.0;1.0;1.0;0.5;7.73;0
5.0;0.05;0.2;23.0;0.0;0.0;6.0;5.0;0.0;316.0;0.0;0.0;0.0;0.67;20.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.5;0
5.0;0.05;0.2;23.0;3.0;0.0;10.0;5.0;2.0;589.0;0.0;0.0;0.0;0.67;20.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.7;1
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;2.0;814.0;0.0;0.0;0.0;0.67;20.0;5.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.5;0
5.0;0.05;0.2;23.0;1.0;0.0;14.0;5.0;2.0;565.0;0.0;0.0;0.0;0.67;76.0;15.0;1.0;0.008;2.0;1.3;0.0;34.8;10.0;0.0;2.0;1.0;8.0;1
20.0;0.041;0.26;15.0;0.0;0.0;0.0;5.0;6.1;571.0;0.0;0.0;0.0;1.4;41.0;4.8;0.83;0.003;1.0;1.0;0.0;39.0;2.7;0.0;1.0;0.63;7.6;0
5.0;0.08;0.2;23.0;0.0;0.0;490.0;5.0;2.0;610.0;0.0;0.0;0.0;0.67;17.0;11.0;1.0;0.02;16.0;0.88;0.0;62.4;3.0;0.0;16.0;2.0;8.1;0
5.0;0.03;0.2;23.0;0.0;0.0;5.0;5.0;2.1;451.0;0.0;0.0;0.0;0.67;45.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;0.3;7.4;0
5.0;0.05;0.2;23.0;0.0;0.0;19.0;5.0;3.0;189.0;0.0;0.0;0.0;1.03;42.0;10.0;1.0;0.008;1.0;1.3;1.0;34.8;10.0;2.0;1.0;0.5;7.71;0
5.0;0.05;0.2;23.0;0.0;0.0;44.0;5.0;8.0;761.0;0.0;0.0;0.0;0.67;395.0;10.0;1.0;0.008;2.0;1.3;0.0;34.8;10.0;0.0;2.0;3.7;7.5;1
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;0.0;299.0;0.0;0.0;0.0;0.67;20.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.3;0
5.0;0.24;0.2;23.0;0.0;0.0;5.0;5.0;12.3;440.0;0.0;0.0;0.0;0.67;81.2;30.0;1.0;0.008;2.0;1.3;0.0;34.8;10.0;0.0;2.0;0.5;7.46;0
5.0;0.05;0.2;23.0;0.0;0.0;5.0;5.0;2.0;594.0;0.0;0.0;0.0;0.67;20.0;5.0;1.0;0.008;2.0;1.3;0.0;34.8;10.0;0.0;2.0;1.0;7.9;0
5.0;0.35;0.2;5.0;0.0;0.0;19.0;5.0;2.1;287.0;0.0;0.0;0.0;0.67;25.0;11.0;1.0;0.008;2.0;1.3;0.0;6.4;10.0;0.0;2.0;1.0;8.0;0
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;2.1;872.0;0.0;0.0;0.0;0.67;10.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;0.3;7.5;0
5.0;0.14;0.2;243.0;0.0;0.0;5.0;5.0;8.2;1197.0;0.0;0.0;0.0;0.67;46.0;13.0;1.0;0.008;2.0;1.3;0.0;34.8;10.0;0.0;2.0;1.0;8.0;0
5.0;0.05;0.2;23.0;0.0;0.0;3.0;5.0;3.0;725.0;0.0;0.0;0.0;0.67;20.0;5.0;1.0;0.008;2.0;1.3;0.0;34.8;10.0;0.0;2.0;1.0;7.4;0
5.0;0.05;0.2;23.0;0.0;0.0;12.0;5.0;0.0;497.0;0.0;0.0;0.0;0.67;20.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.4;0
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;4.0;810.0;0.0;0.0;0.0;0.67;28.0;5.0;1.0;0.008;4.0;1.3;0.0;34.8;10.0;0.0;4.0;1.0;7.1;0
5.0;0.05;0.2;23.0;0.0;0.0;158.0;5.0;5.0;473.0;0.0;0.0;0.0;0.67;160.0;10.0;1.0;0.008;2.0;1.3;0.0;34.8;10.0;0.0;2.0;1.3;7.9;0
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;0.0;403.0;0.0;0.0;0.0;0.67;20.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.4;0
5.0;0.29;0.263;17.0;0.0;0.0;3.0;5.0;7.0;597.0;0.0;0.0;0.0;0.66;1353.0;61.6;0.5;0.01;2.0;3.1;0.0;30.1;3.0;0.0;2.0;5.2;7.7;1
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;0.0;500.0;0.0;0.0;0.0;0.67;20.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.5;0
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;2.1;379.0;0.0;0.0;0.0;0.67;56.0;0.5;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.96;0
5.0;0.03;0.2;23.0;0.0;0.0;24.0;5.0;2.1;113.0;0.0;0.0;0.0;0.67;42.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;21.0;0.0;1.0;0.3;6.6;0
5.0;0.05;0.2;23.0;0.0;0.0;7.0;5.0;0.0;488.0;0.0;0.0;0.0;0.67;20.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.4;0
5.0;0.05;0.2;23.0;0.0;0.0;26.0;5.0;0.0;647.0;0.0;0.0;0.0;0.67;20.0;10.0;1.0;0.008;1.0;1.1;0.0;34.8;10.0;0.0;1.0;1.0;7.1;0
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;0.0;466.0;0.0;0.0;0.0;0.67;20.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.7;0
5.0;0.15;0.2;23.0;0.0;0.0;2.0;1.5;2.1;428.0;0.0;0.0;0.0;0.67;166.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;0.5;7.6;0
5.0;0.12;0.5;57.0;3.0;0.0;26.0;5.0;12.0;623.0;0.0;0.0;0.0;1.2;196.0;4.0;0.5;0.01;2.0;2.6;0.0;68.0;8.0;0.0;2.0;1.0;7.9;1
5.0;0.05;0.2;23.0;0.0;0.0;19.0;5.0;3.0;628.0;0.0;0.0;0.0;0.67;110.0;10.0;1.0;0.008;1.0;1.3;1.0;34.8;10.0;1.0;1.0;0.5;7.47;0
5.0;0.05;0.501;23.0;2.0;0.0;7.0;5.0;3.0;456.0;0.0;0.0;0.0;0.67;92.0;17.0;1.0;0.008;8.0;1.3;0.0;34.8;10.0;0.0;8.0;1.0;8.0;1
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;0.0;352.0;0.0;0.0;0.0;0.67;20.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.5;0
40.0;0.12;0.284;199.0;0.0;0.0;3.0;5.0;7.1;981.0;0.0;0.0;0.0;0.15;209.0;30.0;0.44;0.004;2.0;3.1;1.0;169.2;5.7;1.0;1.0;0.84;8.3;0
5.0;0.68;0.2;163.0;0.0;0.0;19.0;5.0;2.0;674.0;0.0;0.0;0.0;0.67;25.0;181.0;1.0;0.008;2.0;1.3;0.0;34.8;10.0;0.0;2.0;1.0;7.6;1
5.0;0.05;0.085;9.0;0.0;0.0;4.0;5.0;2.1;744.0;0.0;0.0;0.0;0.33;59.0;2.0;0.5;0.01;1.0;3.2;0.0;35.5;64.0;0.0;1.0;1.0;7.33;0
5.0;0.05;0.954;12.0;0.0;0.0;8.0;5.0;2.0;530.0;0.0;0.0;0.0;0.47;10.0;2.0;0.45;0.01;2.0;0.8;0.0;17.9;6.0;0.0;2.0;1.0;7.6;0
5.0;0.19;0.667;14.0;0.0;0.0;3.0;5.0;3.0;586.0;0.0;0.0;0.0;1.0;14.0;2.0;0.45;0.01;2.0;1.6;0.0;27.0;16.0;0.0;2.0;1.0;7.5;0
